"doc_id","sentence_blurb"
"1-100/Texas v. U.S. Dep_t of Homeland Sec., 700 F. Supp. 3d 539","Likelihood of Success on the Merits The Plaintiff argues that it is likely to succeed on its common law trespass to chattels claim because ""[1] the concertina wire is state property; [2] Defendants have exercised dominion over that property absent any kind of exigency; and [3] they have continued to do so even after being put on notice of [the Plaintiff's] interest in the property."" (ECF No. 5 at 5.) Failure to prove a claim ""with certainty . . . does not foreclose"" a temporary restraining order. Texas v."
"1-100/Texas v. U.S. Dep_t of Homeland Sec., 700 F. Supp. 3d 539","A., 518 F.2d 175, 180 (5th Cir. 1975). ""To assess the likelihood of success on the merits, we look to standards provided by the substantive law."" Janvey v."
"1-100/Texas v. U.S. Dep_t of Homeland Sec., 700 F. Supp. 3d 539","""To assess the likelihood of success on the merits, we look to standards provided by the substantive law."" Janvey v. Alguire, 647 F.3d 585, 596 (5th Cir. 2011) (quotation marks and citation omitted)."
"1-100/Texas v. U.S. Dep_t of Homeland Sec., 700 F. Supp. 3d 539","Alguire, 647 F.3d 585, 596 (5th Cir. 2011) (quotation marks and citation omitted). Under Texas common law, a trespass to chattels is ""an injury to, or interference with, possession, unlawfully, with or without the exercise of physical force."" Mountain States Tel. & Tel."
"1-100/Texas v. U.S. Dep_t of Homeland Sec., 700 F. Supp. 3d 539","Under Texas common law, a trespass to chattels is ""an injury to, or interference with, possession, unlawfully, with or without the exercise of physical force."" Mountain States Tel. & Tel. Co. v."
"1-100/Texas v. U.S. Dep_t of Homeland Sec., 700 F. Supp. 3d 539","Vowell [*545] Constr. Co., 161 Tex. 432, 341 S.W.2d 148, 149-50 (Tex. 1960) (citation and quotation marks omitted) (affirming a judgment finding a trespass to chattels where a construction company severed another company's communications cable); see also Omnibus Int'l, Inc. v."
"1-100/Texas v. U.S. Dep_t of Homeland Sec., 700 F. Supp. 3d 539","Co., 161 Tex. 432, 341 S.W.2d 148, 149-50 (Tex. 1960) (citation and quotation marks omitted) (affirming a judgment finding a trespass to chattels where a construction company severed another company's communications cable); see also Omnibus Int'l, Inc. v. AT & T, Inc., 111 S.W.3d 818, 826 (Tex."
"1-100/Texas v. U.S. Dep_t of Homeland Sec., 700 F. Supp. 3d 539","AT & T, Inc., 111 S.W.3d 818, 826 (Tex. App. - Dallas 2003) (stating that trespass to chattels applies to use or possession)."
"1-100/Texas v. U.S. Dep_t of Homeland Sec., 700 F. Supp. 3d 539","App. - Dallas 2003) (stating that trespass to chattels applies to use or possession). ""For liability to attach, causing actual [**8] damage to the property or depriving the owner of its use for a substantial period must accompany the wrongful interference."" Omnibus Int'l, Inc., 111 S.W.3d at 826 (citing Zapata v."
"1-100/Texas v. U.S. Dep_t of Homeland Sec., 700 F. Supp. 3d 539","""For liability to attach, causing actual [**8] damage to the property or depriving the owner of its use for a substantial period must accompany the wrongful interference."" Omnibus Int'l, Inc., 111 S.W.3d at 826 (citing Zapata v. Ford Motor Credit Co., 615 S.W.2d 198, 201 (Tex. 1981))."
"1-100/Texas v. U.S. Dep_t of Homeland Sec., 700 F. Supp. 3d 539","Ford Motor Credit Co., 615 S.W.2d 198, 201 (Tex. 1981)). A ""great public calamity"" can justify property destruction."
"1-100/Texas v. U.S. Dep_t of Homeland Sec., 700 F. Supp. 3d 539","A ""great public calamity"" can justify property destruction. Steele v."
"1-100/Texas v. U.S. Dep_t of Homeland Sec., 700 F. Supp. 3d 539","Steele v. City of Houston, 603 S.W.2d 786, 791 (Tex. 1980)."
"1-100/Texas v. U.S. Dep_t of Homeland Sec., 700 F. Supp. 3d 539","City of Houston, 603 S.W.2d 786, 791 (Tex. 1980). Here, the Plaintiff is likely to succeed on its trespass to chattels claim."
"1-100/Texas v. U.S. Dep_t of Homeland Sec., 700 F. Supp. 3d 539","Here, the Plaintiff is likely to succeed on its trespass to chattels claim. First, the Plaintiff established that it owns the concertina wires."
"1-100/Texas v. U.S. Dep_t of Homeland Sec., 700 F. Supp. 3d 539","First, the Plaintiff established that it owns the concertina wires. Mountain States Tel. & Tel."
"1-100/Texas v. U.S. Dep_t of Homeland Sec., 700 F. Supp. 3d 539","Mountain States Tel. & Tel. Co., 341 S.W.2d at 149-50."
"1-100/Texas v. U.S. Dep_t of Homeland Sec., 700 F. Supp. 3d 539","Co., 341 S.W.2d at 149-50. Brian Cooney, a Texas Military Department employee, averred that he has observed Texas Military Department officials ""construct, maintain, and repair Texas's concertina wire fence"" in the Eagle Pass, Texas area. (ECF No. 5-1, ¶¶ 1, 3; see also ECF No. 3-2 at 15, 23) (Michael Banks, a special adviser on border matters to the Texas governor, averred that he saw federal officials on September 20, 2023 cut ""Texas's wire."")).1 Second, the Plaintiff established that the Defendants ""actual[ly] damage[d]"" the concertina wires."
"1-100/Texas v. U.S. Dep_t of Homeland Sec., 700 F. Supp. 3d 539","Brian Cooney, a Texas Military Department employee, averred that he has observed Texas Military Department officials ""construct, maintain, and repair Texas's concertina wire fence"" in the Eagle Pass, Texas area. (ECF No. 5-1, ¶¶ 1, 3; see also ECF No. 3-2 at 15, 23) (Michael Banks, a special adviser on border matters to the Texas governor, averred that he saw federal officials on September 20, 2023 cut ""Texas's wire."")).1 Second, the Plaintiff established that the Defendants ""actual[ly] damage[d]"" the concertina wires. Omnibus Int'l, Inc., 111 S.W.3d at 826."
"1-100/Texas v. U.S. Dep_t of Homeland Sec., 700 F. Supp. 3d 539","Omnibus Int'l, Inc., 111 S.W.3d at 826. According to Cooney, a Border Patrol agent operating a forklift on October 26, 2023, near Eagle Pass, Texas ""inserted pallet forks into the concertina wire barrier, lifted the barrier high enough to pull the fencing stakes that kept the fence in place out of the ground, and held it suspended in the air for approximately [**9] 20 minutes,"" which created a large enough gap for migrants to pass through. (ECF No. 5-1, ¶ 7.) According to Cooney, ""[a]fter the last of the migrants passed through the concertina wire that had been raised by . . . the forklift, the BP agent operating it lowered the wire."" (Id. ¶ 12.) But, Cooney avers, the stakes attached to the concertina wire and that helped keep the wire situated ""were not put back into the ground"" and consequently, Texas Military Department engineers must repair the concertina wire. (Id.; see also ECF No. 3-1 at 16-18 (video posted on the website X, formerly known as Twitter, purports to show uniformed individuals in Eagle Pass, Texas cutting concertina wire near a river, and then pulling that wire to form an accessible opening for migrants in that river).)2 Photos attached to Cooney's declaration appear to confirm his observations. (ECF No. 5-1, ¶ 11; id. at 8-9, 11.) Separately, Roberto Ortiz Diaz, who is a Texas Military Department employee, establishes that the Defendants damaged wires on October 27, 2023. (ECF No. 8-1, ¶¶ 1, 6, 10-13.) The Defendants may continue to damage wires, which is especially likely [*546] because they damaged more property a mere day after [**10] this Motion was filed. (ECF No. 5-1, ¶ 15; ECF No. 8-1; ECF No. 5; see also ECF No. 3-2 at 26.) Third and finally, the Plaintiff established that the Defendants lacked permission to interfere with the wires."
"1-100/Texas v. U.S. Dep_t of Homeland Sec., 700 F. Supp. 3d 539","According to Cooney, a Border Patrol agent operating a forklift on October 26, 2023, near Eagle Pass, Texas ""inserted pallet forks into the concertina wire barrier, lifted the barrier high enough to pull the fencing stakes that kept the fence in place out of the ground, and held it suspended in the air for approximately [**9] 20 minutes,"" which created a large enough gap for migrants to pass through. (ECF No. 5-1, ¶ 7.) According to Cooney, ""[a]fter the last of the migrants passed through the concertina wire that had been raised by . . . the forklift, the BP agent operating it lowered the wire."" (Id. ¶ 12.) But, Cooney avers, the stakes attached to the concertina wire and that helped keep the wire situated ""were not put back into the ground"" and consequently, Texas Military Department engineers must repair the concertina wire. (Id.; see also ECF No. 3-1 at 16-18 (video posted on the website X, formerly known as Twitter, purports to show uniformed individuals in Eagle Pass, Texas cutting concertina wire near a river, and then pulling that wire to form an accessible opening for migrants in that river).)2 Photos attached to Cooney's declaration appear to confirm his observations. (ECF No. 5-1, ¶ 11; id. at 8-9, 11.) Separately, Roberto Ortiz Diaz, who is a Texas Military Department employee, establishes that the Defendants damaged wires on October 27, 2023. (ECF No. 8-1, ¶¶ 1, 6, 10-13.) The Defendants may continue to damage wires, which is especially likely [*546] because they damaged more property a mere day after [**10] this Motion was filed. (ECF No. 5-1, ¶ 15; ECF No. 8-1; ECF No. 5; see also ECF No. 3-2 at 26.) Third and finally, the Plaintiff established that the Defendants lacked permission to interfere with the wires. According to Cooney, ""[n]one of the federal personnel at the scene asked for permission from me or, to my knowledge, from other [Operation Lone Star] personnel to move the concertina wire barrier."" (ECF No. 5-1, ¶ 9.) Cooney also added that as far as he knew, the Texas Military Department did not give permission to BP to move the wire. (Id.; see also ECF No. 8-1, ¶ 14.) Further, no ""great public calamity"" is apparent on this record to justify property destruction."
"1-100/Texas v. U.S. Dep_t of Homeland Sec., 700 F. Supp. 3d 539","According to Cooney, ""[n]one of the federal personnel at the scene asked for permission from me or, to my knowledge, from other [Operation Lone Star] personnel to move the concertina wire barrier."" (ECF No. 5-1, ¶ 9.) Cooney also added that as far as he knew, the Texas Military Department did not give permission to BP to move the wire. (Id.; see also ECF No. 8-1, ¶ 14.) Further, no ""great public calamity"" is apparent on this record to justify property destruction. Steele, 603 S.W.2d at 791."
"1-100/Texas v. U.S. Dep_t of Homeland Sec., 700 F. Supp. 3d 539","Steele, 603 S.W.2d at 791. Cooney further avers that, even though BP had airboats in the water, no migrant was ""in distress while they were in the river""; no migrant ""appeared to need medical attention""; and no one at the scene called a medical team to help the migrants. (Id. ¶¶ 10-11.) Diaz also reported a similar incident. (ECF No. 8-1, ¶¶ 8, 14.) Therefore, the Plaintiff established that it is likely to succeed on its trespass to chattels claim."
"1-100/Texas v. U.S. Dep_t of Homeland Sec., 700 F. Supp. 3d 539","Cooney further avers that, even though BP had airboats in the water, no migrant was ""in distress while they were in the river""; no migrant ""appeared to need medical attention""; and no one at the scene called a medical team to help the migrants. (Id. ¶¶ 10-11.) Diaz also reported a similar incident. (ECF No. 8-1, ¶¶ 8, 14.) Therefore, the Plaintiff established that it is likely to succeed on its trespass to chattels claim. The Court need not analyze the other claims."
"1-100/Texas v. U.S. Dep_t of Homeland Sec., 700 F. Supp. 3d 539","The Court need not analyze the other claims. B."
"1-100/Texas v. U.S. Dep_t of Homeland Sec., 700 F. Supp. 3d 539","B. Irreparable Harm Harm is irreparable only ""if it cannot [**11] be undone through monetary remedies."" Interox Am. v."
